--- Starting fine-tuning for model_type: gpt2 ---
Model configured with LoRA:
trainable params: 294912 || all params: 124734720 || trainable%: 0.24
Starting training...
{'loss': '3.568', 'grad_norm': '0.3329', 'learning_rate': '0.0002', 'epoch': '0.0006034'}
{'loss': '2.006', 'grad_norm': '0.5064', 'learning_rate': '0.0001051', 'epoch': '0.4755'}
{'loss': '2.527', 'grad_norm': '0.5648', 'learning_rate': '0.0001049', 'epoch': '0.4761'}
{'loss': '2.174', 'grad_norm': '0.4939', 'learning_rate': '0.0001048', 'epoch': '0.4767'}
{'loss': '2.366', 'grad_norm': '0.5468', 'learning_rate': '0.0001047', 'epoch': '0.4773'}
{'loss': '2.033', 'grad_norm': '0.4817', 'learning_rate': '0.0001046', 'epoch': '0.4779'}
{'loss': '2.181', 'grad_norm': '0.4141', 'learning_rate': '0.0001045', 'epoch': '0.4785'}
{'loss': '1.894', 'grad_norm': '0.4377', 'learning_rate': '0.0001043', 'epoch': '0.4791'}
{'loss': '2.013', 'grad_norm': '0.4805', 'learning_rate': '0.0001042', 'epoch': '0.4797'}
{'loss': '2.379', 'grad_norm': '0.4748', 'learning_rate': '0.0001041', 'epoch': '0.4803'}
{'loss': '2.124', 'grad_norm': '0.511', 'learning_rate': '0.000104', 'epoch': '0.4809'}
{'loss': '1.661', 'grad_norm': '0.4587', 'learning_rate': '0.0001039', 'epoch': '0.4815'}
{'loss': '2.056', 'grad_norm': '0.5176', 'learning_rate': '0.0001037', 'epoch': '0.4821'}
{'loss': '2.35', 'grad_norm': '0.7816', 'learning_rate': '0.0001036', 'epoch': '0.4827'}
{'loss': '1.789', 'grad_norm': '0.4466', 'learning_rate': '0.0001035', 'epoch': '0.4833'}
{'loss': '1.979', 'grad_norm': '0.5627', 'learning_rate': '0.0001034', 'epoch': '0.4839'}
{'loss': '1.957', 'grad_norm': '0.4325', 'learning_rate': '0.0001033', 'epoch': '0.4845'}
{'loss': '1.957', 'grad_norm': '0.5625', 'learning_rate': '0.0001031', 'epoch': '0.4851'}
{'loss': '2.532', 'grad_norm': '0.4877', 'learning_rate': '0.000103', 'epoch': '0.4857'}
{'loss': '2.52', 'grad_norm': '0.5298', 'learning_rate': '0.0001029', 'epoch': '0.4863'}
{'loss': '2.256', 'grad_norm': '0.4654', 'learning_rate': '0.0001028', 'epoch': '0.487'}
{'loss': '2.027', 'grad_norm': '0.5005', 'learning_rate': '0.0001027', 'epoch': '0.4876'}
{'loss': '2.128', 'grad_norm': '0.5383', 'learning_rate': '0.0001025', 'epoch': '0.4882'}
{'loss': '2.023', 'grad_norm': '0.4501', 'learning_rate': '0.0001024', 'epoch': '0.4888'}
{'loss': '1.737', 'grad_norm': '0.6024', 'learning_rate': '0.0001023', 'epoch': '0.4894'}
{'loss': '2.248', 'grad_norm': '0.4589', 'learning_rate': '0.0001022', 'epoch': '0.49'}
{'loss': '2.154', 'grad_norm': '0.578', 'learning_rate': '0.0001021', 'epoch': '0.4906'}
{'loss': '1.96', 'grad_norm': '0.4915', 'learning_rate': '0.0001019', 'epoch': '0.4912'}
{'loss': '1.796', 'grad_norm': '0.3892', 'learning_rate': '0.0001018', 'epoch': '0.4918'}
{'loss': '1.935', 'grad_norm': '0.4594', 'learning_rate': '0.0001017', 'epoch': '0.4924'}
{'loss': '1.898', 'grad_norm': '0.4899', 'learning_rate': '0.0001016', 'epoch': '0.493'}
{'loss': '2.441', 'grad_norm': '0.4486', 'learning_rate': '0.0001014', 'epoch': '0.4936'}
{'loss': '2.378', 'grad_norm': '0.7649', 'learning_rate': '0.0001013', 'epoch': '0.4942'}
{'loss': '1.852', 'grad_norm': '0.5313', 'learning_rate': '0.0001012', 'epoch': '0.4948'}
{'loss': '1.981', 'grad_norm': '0.4739', 'learning_rate': '0.0001011', 'epoch': '0.4954'}
{'loss': '2.225', 'grad_norm': '0.6342', 'learning_rate': '0.000101', 'epoch': '0.496'}
{'loss': '1.961', 'grad_norm': '0.5836', 'learning_rate': '0.0001008', 'epoch': '0.4966'}
{'loss': '1.941', 'grad_norm': '0.4819', 'learning_rate': '0.0001007', 'epoch': '0.4972'}
{'loss': '2.132', 'grad_norm': '0.5618', 'learning_rate': '0.0001006', 'epoch': '0.4978'}
{'loss': '2.417', 'grad_norm': '0.4855', 'learning_rate': '0.0001005', 'epoch': '0.4984'}
{'loss': '1.953', 'grad_norm': '0.5931', 'learning_rate': '0.0001004', 'epoch': '0.499'}
{'loss': '2.266', 'grad_norm': '0.5337', 'learning_rate': '0.0001002', 'epoch': '0.4996'}
{'loss': '2.117', 'grad_norm': '0.5599', 'learning_rate': '0.0001001', 'epoch': '0.5002'}
{'loss': '1.921', 'grad_norm': '0.4243', 'learning_rate': '0.0001', 'epoch': '0.5008'}
{'loss': '2.29', 'grad_norm': '0.4065', 'learning_rate': '9.988e-05', 'epoch': '0.5014'}
{'loss': '1.798', 'grad_norm': '0.4996', 'learning_rate': '9.976e-05', 'epoch': '0.502'}
{'loss': '1.895', 'grad_norm': '0.525', 'learning_rate': '9.964e-05', 'epoch': '0.5026'}
{'loss': '2.155', 'grad_norm': '0.5835', 'learning_rate': '9.952e-05', 'epoch': '0.5032'}
{'loss': '2.067', 'grad_norm': '1.171', 'learning_rate': '9.94e-05', 'epoch': '0.5038'}
{'loss': '1.899', 'grad_norm': '0.5568', 'learning_rate': '9.928e-05', 'epoch': '0.5045'}
{'loss': '2.134', 'grad_norm': '0.4329', 'learning_rate': '9.916e-05', 'epoch': '0.5051'}
{'loss': '2.489', 'grad_norm': '0.6387', 'learning_rate': '9.903e-05', 'epoch': '0.5057'}
{'loss': '1.993', 'grad_norm': '0.8763', 'learning_rate': '9.891e-05', 'epoch': '0.5063'}
{'loss': '2.077', 'grad_norm': '0.4669', 'learning_rate': '9.879e-05', 'epoch': '0.5069'}
{'loss': '1.646', 'grad_norm': '0.4636', 'learning_rate': '9.867e-05', 'epoch': '0.5075'}
{'loss': '2.3', 'grad_norm': '0.652', 'learning_rate': '9.855e-05', 'epoch': '0.5081'}
{'loss': '2.479', 'grad_norm': '0.577', 'learning_rate': '9.843e-05', 'epoch': '0.5087'}
{'loss': '1.882', 'grad_norm': '0.5793', 'learning_rate': '9.831e-05', 'epoch': '0.5093'}
{'loss': '2.342', 'grad_norm': '0.4511', 'learning_rate': '9.819e-05', 'epoch': '0.5099'}
{'loss': '1.985', 'grad_norm': '0.4044', 'learning_rate': '9.807e-05', 'epoch': '0.5105'}
{'loss': '1.893', 'grad_norm': '0.7608', 'learning_rate': '9.795e-05', 'epoch': '0.5111'}
{'loss': '2.268', 'grad_norm': '0.5147', 'learning_rate': '9.783e-05', 'epoch': '0.5117'}
{'loss': '1.903', 'grad_norm': '0.4205', 'learning_rate': '9.771e-05', 'epoch': '0.5123'}
{'loss': '2.631', 'grad_norm': '0.4973', 'learning_rate': '9.759e-05', 'epoch': '0.5129'}
{'loss': '2.425', 'grad_norm': '0.596', 'learning_rate': '9.747e-05', 'epoch': '0.5135'}
{'loss': '2.595', 'grad_norm': '0.5551', 'learning_rate': '9.735e-05', 'epoch': '0.5141'}
{'loss': '2.08', 'grad_norm': '0.4648', 'learning_rate': '9.723e-05', 'epoch': '0.5147'}
{'loss': '1.997', 'grad_norm': '0.5276', 'learning_rate': '9.71e-05', 'epoch': '0.5153'}
{'loss': '2.5', 'grad_norm': '0.5396', 'learning_rate': '9.698e-05', 'epoch': '0.5159'}
{'loss': '2.13', 'grad_norm': '0.4446', 'learning_rate': '9.686e-05', 'epoch': '0.5165'}
{'loss': '1.572', 'grad_norm': '0.6066', 'learning_rate': '9.674e-05', 'epoch': '0.5171'}
{'loss': '2.521', 'grad_norm': '0.8445', 'learning_rate': '9.662e-05', 'epoch': '0.5177'}
{'loss': '2.117', 'grad_norm': '0.4535', 'learning_rate': '9.65e-05', 'epoch': '0.5183'}
{'loss': '1.983', 'grad_norm': '0.5951', 'learning_rate': '9.638e-05', 'epoch': '0.5189'}
{'loss': '2.057', 'grad_norm': '0.4767', 'learning_rate': '9.626e-05', 'epoch': '0.5195'}
{'loss': '1.927', 'grad_norm': '0.3797', 'learning_rate': '9.614e-05', 'epoch': '0.5201'}
{'loss': '2.443', 'grad_norm': '0.6893', 'learning_rate': '9.602e-05', 'epoch': '0.5207'}
{'loss': '2.415', 'grad_norm': '0.5647', 'learning_rate': '9.59e-05', 'epoch': '0.5213'}
{'loss': '1.837', 'grad_norm': '0.4355', 'learning_rate': '9.578e-05', 'epoch': '0.5219'}
{'loss': '2.48', 'grad_norm': '0.6093', 'learning_rate': '9.566e-05', 'epoch': '0.5226'}
{'loss': '1.973', 'grad_norm': '0.4285', 'learning_rate': '9.554e-05', 'epoch': '0.5232'}
{'loss': '2.238', 'grad_norm': '0.5068', 'learning_rate': '9.542e-05', 'epoch': '0.5238'}
{'loss': '2.223', 'grad_norm': '0.426', 'learning_rate': '9.53e-05', 'epoch': '0.5244'}
{'loss': '2.124', 'grad_norm': '0.422', 'learning_rate': '9.517e-05', 'epoch': '0.525'}
{'loss': '2.399', 'grad_norm': '0.8823', 'learning_rate': '9.505e-05', 'epoch': '0.5256'}
{'loss': '2.638', 'grad_norm': '1.181', 'learning_rate': '9.493e-05', 'epoch': '0.5262'}
{'loss': '2.128', 'grad_norm': '0.5752', 'learning_rate': '9.481e-05', 'epoch': '0.5268'}
{'loss': '1.911', 'grad_norm': '0.434', 'learning_rate': '9.469e-05', 'epoch': '0.5274'}
{'loss': '2.881', 'grad_norm': '0.6955', 'learning_rate': '9.457e-05', 'epoch': '0.528'}
{'loss': '2.05', 'grad_norm': '0.5067', 'learning_rate': '9.445e-05', 'epoch': '0.5286'}
{'loss': '2.001', 'grad_norm': '0.4353', 'learning_rate': '9.433e-05', 'epoch': '0.5292'}
{'loss': '1.795', 'grad_norm': '0.4419', 'learning_rate': '9.421e-05', 'epoch': '0.5298'}
{'loss': '2.349', 'grad_norm': '0.5847', 'learning_rate': '9.409e-05', 'epoch': '0.5304'}
{'loss': '1.806', 'grad_norm': '0.3571', 'learning_rate': '9.397e-05', 'epoch': '0.531'}
{'loss': '2.143', 'grad_norm': '0.4381', 'learning_rate': '9.385e-05', 'epoch': '0.5316'}
{'loss': '2.153', 'grad_norm': '0.4684', 'learning_rate': '9.373e-05', 'epoch': '0.5322'}
{'loss': '2.02', 'grad_norm': '0.4848', 'learning_rate': '9.361e-05', 'epoch': '0.5328'}
{'loss': '2.035', 'grad_norm': '0.6081', 'learning_rate': '9.349e-05', 'epoch': '0.5334'}
{'loss': '2.202', 'grad_norm': '0.4289', 'learning_rate': '9.337e-05', 'epoch': '0.534'}
{'loss': '2.205', 'grad_norm': '0.524', 'learning_rate': '9.324e-05', 'epoch': '0.5346'}
{'loss': '1.868', 'grad_norm': '0.5849', 'learning_rate': '9.312e-05', 'epoch': '0.5352'}
{'loss': '1.736', 'grad_norm': '0.5671', 'learning_rate': '9.3e-05', 'epoch': '0.5358'}
{'loss': '2.013', 'grad_norm': '0.5062', 'learning_rate': '9.288e-05', 'epoch': '0.5364'}
{'loss': '2.151', 'grad_norm': '0.4451', 'learning_rate': '9.276e-05', 'epoch': '0.537'}
{'loss': '2.486', 'grad_norm': '0.4679', 'learning_rate': '9.264e-05', 'epoch': '0.5376'}
{'loss': '2.098', 'grad_norm': '0.4769', 'learning_rate': '9.252e-05', 'epoch': '0.5382'}
{'loss': '2.385', 'grad_norm': '0.5387', 'learning_rate': '9.24e-05', 'epoch': '0.5388'}
{'loss': '1.787', 'grad_norm': '0.3862', 'learning_rate': '9.228e-05', 'epoch': '0.5394'}
{'loss': '2.098', 'grad_norm': '0.4245', 'learning_rate': '9.216e-05', 'epoch': '0.5401'}
{'loss': '1.866', 'grad_norm': '0.3712', 'learning_rate': '9.204e-05', 'epoch': '0.5407'}
{'loss': '1.916', 'grad_norm': '0.4407', 'learning_rate': '9.192e-05', 'epoch': '0.5413'}
{'loss': '1.987', 'grad_norm': '0.4934', 'learning_rate': '9.18e-05', 'epoch': '0.5419'}
{'loss': '2.053', 'grad_norm': '0.4923', 'learning_rate': '9.168e-05', 'epoch': '0.5425'}
{'loss': '2.256', 'grad_norm': '0.6398', 'learning_rate': '9.156e-05', 'epoch': '0.5431'}
{'loss': '2.024', 'grad_norm': '0.4839', 'learning_rate': '9.144e-05', 'epoch': '0.5437'}
{'loss': '2.031', 'grad_norm': '0.497', 'learning_rate': '9.131e-05', 'epoch': '0.5443'}
{'loss': '1.9', 'grad_norm': '0.4118', 'learning_rate': '9.119e-05', 'epoch': '0.5449'}
{'loss': '2.87', 'grad_norm': '0.6233', 'learning_rate': '9.107e-05', 'epoch': '0.5455'}
{'loss': '1.453', 'grad_norm': '0.458', 'learning_rate': '9.095e-05', 'epoch': '0.5461'}
{'loss': '2.101', 'grad_norm': '0.4305', 'learning_rate': '9.083e-05', 'epoch': '0.5467'}
{'loss': '1.738', 'grad_norm': '0.4113', 'learning_rate': '9.071e-05', 'epoch': '0.5473'}
{'loss': '1.799', 'grad_norm': '0.4035', 'learning_rate': '9.059e-05', 'epoch': '0.5479'}
{'loss': '2.37', 'grad_norm': '0.7847', 'learning_rate': '9.047e-05', 'epoch': '0.5485'}
{'loss': '2.087', 'grad_norm': '0.4668', 'learning_rate': '9.035e-05', 'epoch': '0.5491'}
{'loss': '2.03', 'grad_norm': '0.7684', 'learning_rate': '9.023e-05', 'epoch': '0.5497'}
{'loss': '1.585', 'grad_norm': '0.4039', 'learning_rate': '9.011e-05', 'epoch': '0.5503'}
{'loss': '2.165', 'grad_norm': '0.5251', 'learning_rate': '8.999e-05', 'epoch': '0.5509'}
{'loss': '2.346', 'grad_norm': '0.5415', 'learning_rate': '8.987e-05', 'epoch': '0.5515'}
{'loss': '2.43', 'grad_norm': '0.4256', 'learning_rate': '8.975e-05', 'epoch': '0.5521'}
{'loss': '2.23', 'grad_norm': '0.5927', 'learning_rate': '8.963e-05', 'epoch': '0.5527'}
{'loss': '2.156', 'grad_norm': '0.6301', 'learning_rate': '8.951e-05', 'epoch': '0.5533'}
{'loss': '2.164', 'grad_norm': '0.3736', 'learning_rate': '8.938e-05', 'epoch': '0.5539'}
{'loss': '2.06', 'grad_norm': '0.4441', 'learning_rate': '8.926e-05', 'epoch': '0.5545'}
{'loss': '2.365', 'grad_norm': '0.489', 'learning_rate': '8.914e-05', 'epoch': '0.5551'}
{'loss': '2.2', 'grad_norm': '0.4214', 'learning_rate': '8.902e-05', 'epoch': '0.5557'}
{'loss': '1.895', 'grad_norm': '0.4817', 'learning_rate': '8.89e-05', 'epoch': '0.5563'}
{'loss': '1.861', 'grad_norm': '0.3899', 'learning_rate': '8.878e-05', 'epoch': '0.5569'}
{'loss': '2.284', 'grad_norm': '0.4664', 'learning_rate': '8.866e-05', 'epoch': '0.5576'}
{'loss': '2.496', 'grad_norm': '0.5318', 'learning_rate': '8.854e-05', 'epoch': '0.5582'}
{'loss': '2.069', 'grad_norm': '0.4796', 'learning_rate': '8.842e-05', 'epoch': '0.5588'}
{'loss': '1.704', 'grad_norm': '0.4009', 'learning_rate': '8.83e-05', 'epoch': '0.5594'}
{'loss': '2.1', 'grad_norm': '0.5517', 'learning_rate': '8.818e-05', 'epoch': '0.56'}
{'loss': '2.33', 'grad_norm': '0.682', 'learning_rate': '8.806e-05', 'epoch': '0.5606'}
{'loss': '1.778', 'grad_norm': '0.5308', 'learning_rate': '8.794e-05', 'epoch': '0.5612'}
{'loss': '1.866', 'grad_norm': '0.5604', 'learning_rate': '8.782e-05', 'epoch': '0.5618'}
{'loss': '1.867', 'grad_norm': '0.4594', 'learning_rate': '8.77e-05', 'epoch': '0.5624'}
{'loss': '2.216', 'grad_norm': '0.5991', 'learning_rate': '8.758e-05', 'epoch': '0.563'}
{'loss': '1.815', 'grad_norm': '0.4153', 'learning_rate': '8.745e-05', 'epoch': '0.5636'}
{'loss': '2.643', 'grad_norm': '0.7327', 'learning_rate': '8.733e-05', 'epoch': '0.5642'}
{'loss': '2.105', 'grad_norm': '0.5846', 'learning_rate': '8.721e-05', 'epoch': '0.5648'}
{'loss': '2.179', 'grad_norm': '0.4337', 'learning_rate': '8.709e-05', 'epoch': '0.5654'}
{'loss': '2.236', 'grad_norm': '1.299', 'learning_rate': '8.697e-05', 'epoch': '0.566'}
{'loss': '1.613', 'grad_norm': '0.529', 'learning_rate': '8.685e-05', 'epoch': '0.5666'}
{'loss': '2.469', 'grad_norm': '0.7681', 'learning_rate': '8.673e-05', 'epoch': '0.5672'}
{'loss': '2.182', 'grad_norm': '0.5132', 'learning_rate': '8.661e-05', 'epoch': '0.5678'}
{'loss': '2.227', 'grad_norm': '0.4934', 'learning_rate': '8.649e-05', 'epoch': '0.5684'}
{'loss': '1.811', 'grad_norm': '0.4571', 'learning_rate': '8.637e-05', 'epoch': '0.569'}
{'loss': '2.216', 'grad_norm': '0.4888', 'learning_rate': '8.625e-05', 'epoch': '0.5696'}
{'loss': '2.088', 'grad_norm': '0.5851', 'learning_rate': '8.613e-05', 'epoch': '0.5702'}
{'loss': '2.293', 'grad_norm': '0.8036', 'learning_rate': '8.601e-05', 'epoch': '0.5708'}
{'loss': '2.149', 'grad_norm': '0.9533', 'learning_rate': '8.589e-05', 'epoch': '0.5714'}
{'loss': '1.622', 'grad_norm': '0.4645', 'learning_rate': '8.577e-05', 'epoch': '0.572'}
{'loss': '2.216', 'grad_norm': '0.4612', 'learning_rate': '8.565e-05', 'epoch': '0.5726'}
{'loss': '2.402', 'grad_norm': '0.6371', 'learning_rate': '8.552e-05', 'epoch': '0.5732'}
{'loss': '2.037', 'grad_norm': '0.4406', 'learning_rate': '8.54e-05', 'epoch': '0.5738'}
{'loss': '2.02', 'grad_norm': '0.4493', 'learning_rate': '8.528e-05', 'epoch': '0.5744'}
{'loss': '2.031', 'grad_norm': '0.5355', 'learning_rate': '8.516e-05', 'epoch': '0.575'}
{'loss': '2.134', 'grad_norm': '0.3973', 'learning_rate': '8.504e-05', 'epoch': '0.5757'}
{'loss': '1.903', 'grad_norm': '0.4945', 'learning_rate': '8.492e-05', 'epoch': '0.5763'}
{'loss': '2.134', 'grad_norm': '0.579', 'learning_rate': '8.48e-05', 'epoch': '0.5769'}
{'loss': '2.261', 'grad_norm': '0.4156', 'learning_rate': '8.468e-05', 'epoch': '0.5775'}
{'loss': '2.025', 'grad_norm': '0.4612', 'learning_rate': '8.456e-05', 'epoch': '0.5781'}
{'loss': '2.763', 'grad_norm': '0.6227', 'learning_rate': '8.444e-05', 'epoch': '0.5787'}
{'loss': '1.74', 'grad_norm': '0.4688', 'learning_rate': '8.432e-05', 'epoch': '0.5793'}
{'loss': '2.049', 'grad_norm': '0.5885', 'learning_rate': '8.42e-05', 'epoch': '0.5799'}
{'loss': '1.963', 'grad_norm': '0.4658', 'learning_rate': '8.408e-05', 'epoch': '0.5805'}
{'loss': '2.499', 'grad_norm': '0.6618', 'learning_rate': '8.396e-05', 'epoch': '0.5811'}
{'loss': '2.225', 'grad_norm': '0.6476', 'learning_rate': '8.384e-05', 'epoch': '0.5817'}
{'loss': '2.643', 'grad_norm': '0.5161', 'learning_rate': '8.372e-05', 'epoch': '0.5823'}
{'loss': '2.111', 'grad_norm': '0.5553', 'learning_rate': '8.359e-05', 'epoch': '0.5829'}
{'loss': '1.832', 'grad_norm': '0.438', 'learning_rate': '8.347e-05', 'epoch': '0.5835'}
{'loss': '2.303', 'grad_norm': '0.4216', 'learning_rate': '8.335e-05', 'epoch': '0.5841'}
{'loss': '2.151', 'grad_norm': '0.4941', 'learning_rate': '8.323e-05', 'epoch': '0.5847'}
{'loss': '1.523', 'grad_norm': '0.5817', 'learning_rate': '8.311e-05', 'epoch': '0.5853'}
{'loss': '2.056', 'grad_norm': '0.5421', 'learning_rate': '8.299e-05', 'epoch': '0.5859'}
{'loss': '1.915', 'grad_norm': '0.4441', 'learning_rate': '8.287e-05', 'epoch': '0.5865'}
{'loss': '1.911', 'grad_norm': '0.472', 'learning_rate': '8.275e-05', 'epoch': '0.5871'}
{'loss': '2.187', 'grad_norm': '0.4165', 'learning_rate': '8.263e-05', 'epoch': '0.5877'}
{'loss': '1.889', 'grad_norm': '0.6363', 'learning_rate': '8.251e-05', 'epoch': '0.5883'}
{'loss': '2.497', 'grad_norm': '0.5532', 'learning_rate': '8.239e-05', 'epoch': '0.5889'}
{'loss': '2.128', 'grad_norm': '1.109', 'learning_rate': '8.227e-05', 'epoch': '0.5895'}
{'loss': '2.131', 'grad_norm': '0.5272', 'learning_rate': '8.215e-05', 'epoch': '0.5901'}
{'loss': '2.4', 'grad_norm': '0.5648', 'learning_rate': '8.203e-05', 'epoch': '0.5907'}
{'loss': '1.888', 'grad_norm': '0.4427', 'learning_rate': '8.191e-05', 'epoch': '0.5913'}
{'loss': '2.399', 'grad_norm': '0.5604', 'learning_rate': '8.179e-05', 'epoch': '0.5919'}
{'loss': '2.076', 'grad_norm': '0.622', 'learning_rate': '8.166e-05', 'epoch': '0.5925'}
{'loss': '2.041', 'grad_norm': '0.5035', 'learning_rate': '8.154e-05', 'epoch': '0.5932'}
{'loss': '1.748', 'grad_norm': '0.44', 'learning_rate': '8.142e-05', 'epoch': '0.5938'}
{'loss': '2.423', 'grad_norm': '0.5619', 'learning_rate': '8.13e-05', 'epoch': '0.5944'}
{'loss': '1.977', 'grad_norm': '0.5156', 'learning_rate': '8.118e-05', 'epoch': '0.595'}
{'loss': '2.519', 'grad_norm': '0.4422', 'learning_rate': '8.106e-05', 'epoch': '0.5956'}
{'loss': '2.155', 'grad_norm': '0.4704', 'learning_rate': '8.094e-05', 'epoch': '0.5962'}
{'loss': '2.057', 'grad_norm': '0.5297', 'learning_rate': '8.082e-05', 'epoch': '0.5968'}
{'loss': '2.016', 'grad_norm': '0.478', 'learning_rate': '8.07e-05', 'epoch': '0.5974'}
{'loss': '2.633', 'grad_norm': '0.7741', 'learning_rate': '8.058e-05', 'epoch': '0.598'}
{'loss': '1.744', 'grad_norm': '0.4888', 'learning_rate': '8.046e-05', 'epoch': '0.5986'}
{'loss': '1.884', 'grad_norm': '0.3676', 'learning_rate': '8.034e-05', 'epoch': '0.5992'}
{'loss': '1.648', 'grad_norm': '0.4607', 'learning_rate': '8.022e-05', 'epoch': '0.5998'}
{'loss': '1.917', 'grad_norm': '0.4029', 'learning_rate': '8.01e-05', 'epoch': '0.6004'}
{'loss': '1.811', 'grad_norm': '0.4252', 'learning_rate': '7.998e-05', 'epoch': '0.601'}
{'loss': '2.276', 'grad_norm': '0.5782', 'learning_rate': '7.986e-05', 'epoch': '0.6016'}
{'loss': '2.111', 'grad_norm': '0.552', 'learning_rate': '7.973e-05', 'epoch': '0.6022'}
{'loss': '1.948', 'grad_norm': '0.8103', 'learning_rate': '7.961e-05', 'epoch': '0.6028'}
{'loss': '1.923', 'grad_norm': '0.5293', 'learning_rate': '7.949e-05', 'epoch': '0.6034'}
{'loss': '2.112', 'grad_norm': '0.7346', 'learning_rate': '7.937e-05', 'epoch': '0.604'}
{'loss': '1.994', 'grad_norm': '0.484', 'learning_rate': '7.925e-05', 'epoch': '0.6046'}
{'loss': '2.248', 'grad_norm': '0.5421', 'learning_rate': '7.913e-05', 'epoch': '0.6052'}
{'loss': '2.877', 'grad_norm': '0.6462', 'learning_rate': '7.901e-05', 'epoch': '0.6058'}
{'loss': '2.003', 'grad_norm': '0.4641', 'learning_rate': '7.889e-05', 'epoch': '0.6064'}
{'loss': '1.711', 'grad_norm': '0.5578', 'learning_rate': '7.877e-05', 'epoch': '0.607'}
{'loss': '1.707', 'grad_norm': '0.415', 'learning_rate': '7.865e-05', 'epoch': '0.6076'}
{'loss': '2.13', 'grad_norm': '0.4217', 'learning_rate': '7.853e-05', 'epoch': '0.6082'}
{'loss': '1.994', 'grad_norm': '0.4705', 'learning_rate': '7.841e-05', 'epoch': '0.6088'}
{'loss': '2.381', 'grad_norm': '0.7048', 'learning_rate': '7.829e-05', 'epoch': '0.6094'}
{'loss': '1.955', 'grad_norm': '0.5681', 'learning_rate': '7.817e-05', 'epoch': '0.61'}
{'loss': '1.889', 'grad_norm': '0.6088', 'learning_rate': '7.805e-05', 'epoch': '0.6107'}
{'loss': '2.292', 'grad_norm': '0.571', 'learning_rate': '7.793e-05', 'epoch': '0.6113'}
{'loss': '2.231', 'grad_norm': '0.5085', 'learning_rate': '7.78e-05', 'epoch': '0.6119'}
{'loss': '1.994', 'grad_norm': '0.6464', 'learning_rate': '7.768e-05', 'epoch': '0.6125'}
{'loss': '1.914', 'grad_norm': '0.8265', 'learning_rate': '7.756e-05', 'epoch': '0.6131'}
{'loss': '1.889', 'grad_norm': '0.3693', 'learning_rate': '7.744e-05', 'epoch': '0.6137'}
{'loss': '1.958', 'grad_norm': '0.5058', 'learning_rate': '7.732e-05', 'epoch': '0.6143'}
{'loss': '2.486', 'grad_norm': '0.7267', 'learning_rate': '7.72e-05', 'epoch': '0.6149'}
{'loss': '1.858', 'grad_norm': '0.4538', 'learning_rate': '7.708e-05', 'epoch': '0.6155'}
{'loss': '2.921', 'grad_norm': '1.044', 'learning_rate': '7.696e-05', 'epoch': '0.6161'}
{'loss': '2.101', 'grad_norm': '0.4916', 'learning_rate': '7.684e-05', 'epoch': '0.6167'}
{'loss': '1.933', 'grad_norm': '0.6765', 'learning_rate': '7.672e-05', 'epoch': '0.6173'}
{'loss': '2.388', 'grad_norm': '0.6034', 'learning_rate': '7.66e-05', 'epoch': '0.6179'}
{'loss': '1.74', 'grad_norm': '0.4622', 'learning_rate': '7.648e-05', 'epoch': '0.6185'}
{'loss': '2.354', 'grad_norm': '0.602', 'learning_rate': '7.636e-05', 'epoch': '0.6191'}
{'loss': '1.958', 'grad_norm': '0.4709', 'learning_rate': '7.624e-05', 'epoch': '0.6197'}
{'loss': '1.821', 'grad_norm': '0.5858', 'learning_rate': '7.612e-05', 'epoch': '0.6203'}
{'loss': '1.947', 'grad_norm': '0.5002', 'learning_rate': '7.6e-05', 'epoch': '0.6209'}
{'loss': '1.806', 'grad_norm': '0.5046', 'learning_rate': '7.587e-05', 'epoch': '0.6215'}
{'loss': '2.151', 'grad_norm': '0.9609', 'learning_rate': '7.575e-05', 'epoch': '0.6221'}
{'loss': '2.029', 'grad_norm': '0.4526', 'learning_rate': '7.563e-05', 'epoch': '0.6227'}
{'loss': '1.934', 'grad_norm': '0.3709', 'learning_rate': '7.551e-05', 'epoch': '0.6233'}
{'loss': '1.445', 'grad_norm': '0.4686', 'learning_rate': '7.539e-05', 'epoch': '0.6239'}
{'loss': '1.776', 'grad_norm': '0.4607', 'learning_rate': '7.527e-05', 'epoch': '0.6245'}
{'loss': '2.175', 'grad_norm': '0.5153', 'learning_rate': '7.515e-05', 'epoch': '0.6251'}
{'loss': '2.228', 'grad_norm': '0.6512', 'learning_rate': '7.503e-05', 'epoch': '0.6257'}
{'loss': '1.967', 'grad_norm': '0.7178', 'learning_rate': '7.491e-05', 'epoch': '0.6263'}
{'loss': '1.76', 'grad_norm': '0.4017', 'learning_rate': '7.479e-05', 'epoch': '0.6269'}
{'loss': '1.755', 'grad_norm': '0.538', 'learning_rate': '7.467e-05', 'epoch': '0.6275'}
{'loss': '1.983', 'grad_norm': '0.5262', 'learning_rate': '7.455e-05', 'epoch': '0.6281'}
{'loss': '2.015', 'grad_norm': '0.4948', 'learning_rate': '7.443e-05', 'epoch': '0.6288'}
{'loss': '1.883', 'grad_norm': '0.5411', 'learning_rate': '7.431e-05', 'epoch': '0.6294'}
{'loss': '2.035', 'grad_norm': '0.5385', 'learning_rate': '7.419e-05', 'epoch': '0.63'}
{'loss': '2.184', 'grad_norm': '0.8213', 'learning_rate': '7.407e-05', 'epoch': '0.6306'}
